节点500_565_QEPB04081__323__09-55-47-474.txt的数据

Date: Thu Nov 13 09:55:47 CST 2025
User: PC
Spectrometer: QEPB0408
触发模式: 0
积分时间 (秒): 1.000000E-2
Scans to average: 1
启用暗噪声校正: true
启用非线性校正: false
滑动平均宽度: 0
X轴模式: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
220.843	3.25
221.644	4.25
222.444	7.25
223.244	6.25
224.045	6.25
224.845	4.25
225.645	5.25
226.445	5.25
227.245	5.25
228.045	8.25
228.845	4.25
229.645	8.25
230.444	9.25
231.244	7.25
232.043	6.25
232.843	7.25
233.642	7.25
234.442	9.25
235.241	10.25
236.04	8.25
236.839	7.25
237.638	8.25
238.437	8.25
239.236	8.25
240.035	11.25
240.833	9.25
241.632	9.25
242.43	11.25
243.229	9.25
244.027	11.25
244.826	10.25
245.624	9.25
246.422	13.25
247.22	11.25
248.018	11.25
248.816	12.25
249.614	15.25
250.412	16.25
251.21	12.25
252.007	14.25
252.805	13.25
253.602	13.25
254.4	14.25
255.197	12.25
255.994	13.25
256.791	15.25
257.589	15.25
258.386	14.25
259.183	15.25
259.979	17.25
260.776	17.25
261.573	19.25
262.37	18.25
263.166	19.25
263.963	19.25
264.759	19.25
265.556	20.25
266.352	21.25
267.148	22.25
267.944	21.25
268.74	25.25
269.536	26.25
270.332	29.25
271.128	25.25
271.924	26.25
272.719	26.25
273.515	29.25
274.311	27.25
275.106	27.25
275.901	28.25
276.697	29.25
277.492	26.25
278.287	28.25
279.082	28.25
279.877	29.25
280.672	29.25
281.467	28.25
282.262	29.25
283.056	30.25
283.851	30.25
284.646	30.25
285.44	29.25
286.234	29.25
287.029	26.25
287.823	30.25
288.617	28.25
289.411	26.25
290.205	29.25
290.999	28.25
291.793	27.25
292.587	27.25
293.381	25.25
294.174	26.25
294.968	27.25
295.761	23.25
296.555	23.25
297.348	23.25
298.141	23.25
298.935	22.25
299.728	27.25
300.521	23.25
301.314	19.25
302.107	19.25
302.899	22.25
303.692	19.25
304.485	17.25
305.277	18.25
306.07	21.25
306.862	20.25
307.655	19.25
308.447	18.25
309.239	19.25
310.031	16.25
310.823	18.25
311.615	17.25
312.407	14.25
313.199	14.25
313.991	13.25
314.783	19.25
315.574	13.25
316.366	13.25
317.157	11.25
317.949	11.25
318.74	14.25
319.531	11.25
320.322	15.25
321.113	10.25
321.904	13.25
322.695	11.25
323.486	10.25
324.277	12.25
325.068	11.25
325.858	12.25
326.649	10.25
327.439	13.25
328.23	9.25
329.02	10.25
329.81	10.25
330.6	9.25
331.391	13.25
332.181	10.25
332.971	11.25
333.76	9.25
334.55	11.25
335.34	11.25
336.13	11.25
336.919	9.25
337.709	11.25
