节点500_285_QEPB04081__604__15-05-36-171.txt的数据

Date: Wed Nov 12 15:05:36 CST 2025
User: PC
Spectrometer: QEPB0408
触发模式: 0
积分时间 (秒): 1.000000E-2
Scans to average: 1
启用暗噪声校正: true
启用非线性校正: false
滑动平均宽度: 0
X轴模式: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
220.843	1.62
221.644	-0.38
222.444	1.62
223.244	-0.38
224.045	2.62
224.845	0.62
225.645	1.62
226.445	2.62
227.245	1.62
228.045	1.62
228.845	1.62
229.645	2.62
230.444	0.62
231.244	2.62
232.043	3.62
232.843	3.62
233.642	1.62
234.442	5.62
235.241	2.62
236.04	2.62
236.839	4.62
237.638	1.62
238.437	0.62
239.236	4.62
240.035	2.62
240.833	3.62
241.632	2.62
242.43	5.62
243.229	2.62
244.027	4.62
244.826	5.62
245.624	4.62
246.422	5.62
247.22	9.62
248.018	1.62
248.816	5.62
249.614	5.62
250.412	4.62
251.21	5.62
252.007	6.62
252.805	4.62
253.602	5.62
254.4	6.62
255.197	3.62
255.994	4.62
256.791	4.62
257.589	8.62
258.386	8.62
259.183	6.62
259.979	8.62
260.776	6.62
261.573	7.62
262.37	10.62
263.166	11.62
263.963	7.62
264.759	12.62
265.556	11.62
266.352	10.62
267.148	12.62
267.944	12.62
268.74	10.62
269.536	11.62
270.332	11.62
271.128	12.62
271.924	12.62
272.719	12.62
273.515	11.62
274.311	13.62
275.106	12.62
275.901	14.62
276.697	16.62
277.492	16.62
278.287	13.62
279.082	17.62
279.877	16.62
280.672	15.62
281.467	16.62
282.262	16.62
283.056	16.62
283.851	16.62
284.646	18.62
285.44	15.62
286.234	18.62
287.029	16.62
287.823	15.62
288.617	19.62
289.411	15.62
290.205	14.62
290.999	17.62
291.793	15.62
292.587	15.62
293.381	17.62
294.174	15.62
294.968	14.62
295.761	14.62
296.555	12.62
297.348	16.62
298.141	13.62
298.935	15.62
299.728	12.62
300.521	12.62
301.314	14.62
302.107	13.62
302.899	10.62
303.692	11.62
304.485	9.62
305.277	10.62
306.07	13.62
306.862	11.62
307.655	10.62
308.447	12.62
309.239	9.62
310.031	9.62
310.823	13.62
311.615	11.62
312.407	9.62
313.199	11.62
313.991	6.62
314.783	8.62
315.574	7.62
316.366	8.62
317.157	7.62
317.949	8.62
318.74	8.62
319.531	7.62
320.322	7.62
321.113	5.62
321.904	5.62
322.695	4.62
323.486	5.62
324.277	3.62
325.068	4.62
325.858	6.62
326.649	2.62
327.439	4.62
328.23	4.62
329.02	5.62
329.81	5.62
330.6	5.62
331.391	6.62
332.181	7.62
332.971	6.62
333.76	6.62
334.55	4.62
335.34	4.62
336.13	3.62
336.919	5.62
337.709	7.62
338.498	5.62
339.287	6.62
340.077	5.62
340.866	4.62
341.655	6.62
342.444	7.62
343.233	6.62
344.022	6.62
344.811	5.62
345.6	3.62
346.388	4.62
347.177	6.62
347.965	3.62
348.754	5.62
349.542	4.62
350.33	5.62
351.119	6.62
351.907	7.62
352.695	4.62
353.483	5.62
354.271	5.62
355.059	4.62
355.846	6.62
356.634	1.62
357.422	4.62
358.209	5.62
358.997	3.62
359.784	3.62
360.571	5.62
361.359	5.62
362.146	7.62
362.933	3.62
363.72	3.62
364.507	4.62
365.294	5.62
366.081	1.62
366.867	3.62
367.654	4.62
368.44	3.62
369.227	5.62
370.013	4.62
370.8	5.62
371.586	4.62
372.372	5.62
373.158	6.62
373.944	6.62
374.73	5.62
375.516	6.62
376.302	4.62
377.088	4.62
377.873	3.62
378.659	2.62
379.445	4.62
380.23	4.62
381.015	6.62
381.801	5.62
382.586	4.62
383.371	4.62
384.156	3.62
384.941	4.62
385.726	4.62
386.511	3.62
387.296	3.62
388.08	4.62
388.865	4.62
389.649	3.62
390.434	4.62
391.218	4.62
392.003	4.62
392.787	4.62
393.571	3.62
394.355	5.62
395.139	5.62
395.923	3.62
396.707	6.62
397.491	6.62
398.274	4.62
399.058	6.62
399.842	7.62
400.625	5.62
401.408	5.62
402.192	7.62
402.975	5.62
403.758	4.62
404.541	6.62
405.324	5.62
406.107	7.62
406.89	3.62
407.673	6.62
408.456	6.62
409.238	4.62
410.021	7.62
410.803	6.62
411.586	7.62
412.368	5.62
413.151	6.62
413.933	9.62
414.715	9.62
415.497	7.62
416.279	8.62
417.061	8.62
417.843	8.62
418.624	6.62
419.406	11.62
420.188	9.62
420.969	11.62
421.751	9.62
422.532	10.62
423.313	10.62
424.095	8.62
424.876	8.62
425.657	8.62
426.438	10.62
427.219	9.62
428	12.62
428.78	11.62
429.561	13.62
430.342	10.62
431.122	11.62
431.903	13.62
432.683	13.62
433.464	13.62
434.244	14.62
435.024	13.62
435.804	15.62
436.584	13.62
437.364	15.62
438.144	20.62
438.924	17.62
439.704	20.62
440.483	18.62
441.263	23.62
442.042	22.62
442.822	25.62
443.601	27.62
444.38	30.62
445.16	28.62
445.939	33.62
446.718	35.62
447.497	36.62
448.276	40.62
449.054	44.62
449.833	45.62
450.612	55.62
451.391	56.62
452.169	64.62
452.948	69.62
453.726	73.62
454.504	80.62
455.282	87.62
456.061	102.62
456.839	115.62
457.617	127.62
458.395	137.62
459.172	154.62
459.95	170.62
460.728	192.62
461.506	205.62
462.283	235.62
463.061	256.62
463.838	290.62
464.615	324.62
465.393	362.62
466.17	403.62
466.947	448.62
467.724	496.62
468.501	554.62
469.278	611.62
470.055	687.62
470.831	760.62
471.608	843.62
472.385	927.62
473.161	1034.62
473.938	1128.62
474.714	1273.62
475.49	1380.62
476.266	1531.62
477.043	1678.62
477.819	1848.62
478.595	2031.62
479.371	2251.62
480.146	2448.62
480.922	2672.62
481.698	2954.62
482.473	3236.62
483.249	3552.62
484.024	3878.62
484.8	4264.62
485.575	4666.62
486.35	5089.62
487.126	5532.62
487.901	6077.62
488.676	6616.62
489.451	7213.62
490.225	7884.62
491	8550.62
491.775	9326.62
492.55	10128.62
493.324	10938.62
494.099	11790.62
494.873	12671.62
495.647	13595.62
496.422	14621.62
497.196	15605.62
497.97	16777.62
498.744	17762.62
499.518	18775.62
500.292	19836.62
501.066	20857.62
501.839	21739.62
502.613	22634.62
503.387	23349.62
504.16	24038.62
504.934	24436.62
505.707	24633.62
506.48	24838.62
507.253	24931.62
508.027	24793.62
508.8	24722.62
509.573	24383.62
510.346	23970.62
511.118	23368.62
511.891	22762.62
512.664	22012.62
513.437	21352.62
514.209	20473.62
514.982	19786.62
515.754	18918.62
516.526	18073.62
517.298	17338.62
518.071	16635.62
518.843	15961.62
519.615	15362.62
520.387	14838.62
521.159	14204.62
521.93	13599.62
522.702	13083.62
523.474	12555.62
524.245	11979.62
525.017	11505.62
525.788	11097.62
526.56	10593.62
527.331	10102.62
528.102	9667.62
528.873	9251.62
529.644	8784.62
530.415	8353.62
531.186	7949.62
531.957	7589.62
532.728	7239.62
533.498	6844.62
534.269	6458.62
535.039	6119.62
535.81	5777.62
536.58	5461.62
537.351	5177.62
538.121	4876.62
538.891	4617.62
539.661	4379.62
540.431	4129.62
541.201	3901.62
541.971	3716.62
542.741	3495.62
543.51	3341.62
544.28	3184.62
545.05	3009.62
545.819	2859.62
546.588	2729.62
547.358	2604.62
548.127	2454.62
548.896	2334.62
549.665	2209.62
550.434	2099.62
551.203	1974.62
551.972	1881.62
552.741	1787.62
553.51	1690.62
554.278	1600.62
555.047	1509.62
555.815	1419.62
556.584	1344.62
557.352	1273.62
558.121	1206.62
558.889	1121.62
559.657	1074.62
560.425	1012.62
561.193	956.62
561.961	892.62
562.729	857.62
563.496	802.62
564.264	757.62
565.032	721.62
565.799	681.62
566.567	641.62
567.334	605.62
568.101	577.62
568.869	543.62
569.636	506.62
570.403	478.62
571.17	459.62
571.937	431.62
572.704	400.62
573.471	382.62
574.237	356.62
575.004	329.62
575.771	323.62
576.537	299.62
577.303	285.62
578.07	264.62
578.836	250.62
579.602	235.62
580.368	221.62
581.134	213.62
581.9	208.62
582.666	193.62
583.432	182.62
584.198	172.62
584.964	159.62
585.729	159.62
586.495	145.62
587.26	137.62
588.025	135.62
588.791	125.62
589.556	116.62
590.321	110.62
591.086	108.62
591.851	98.62
592.616	97.62
593.381	91.62
594.146	84.62
594.911	80.62
595.675	79.62
596.44	71.62
597.204	66.62
597.969	67.62
598.733	64.62
599.497	61.62
600.261	56.62
601.025	56.62
601.79	54.62
602.553	47.62
603.317	48.62
604.081	45.62
604.845	46.62
605.609	42.62
606.372	40.62
607.136	36.62
607.899	40.62
608.662	33.62
609.426	34.62
610.189	34.62
610.952	32.62
611.715	29.62
612.478	29.62
613.241	29.62
614.004	24.62
614.767	29.62
615.529	26.62
616.292	21.62
617.055	24.62
617.817	22.62
618.579	19.62
619.342	21.62
620.104	22.62
620.866	18.62
621.628	17.62
622.39	17.62
623.152	17.62
623.914	16.62
624.676	19.62
625.438	14.62
626.199	18.62
626.961	13.62
627.722	14.62
628.484	13.62
629.245	12.62
630.006	12.62
630.768	13.62
631.529	9.62
632.29	15.62
633.051	13.62
633.812	9.62
634.573	9.62
635.333	13.62
636.094	9.62
636.855	12.62
637.615	9.62
638.376	8.62
639.136	9.62
639.896	8.62
640.657	10.62
641.417	7.62
642.177	8.62
642.937	8.62
643.697	8.62
644.457	10.62
645.216	7.62
645.976	7.62
646.736	5.62
647.495	7.62
648.255	9.62
649.014	5.62
649.774	6.62
650.533	5.62
651.292	7.62
652.051	6.62
652.81	5.62
653.569	6.62
654.328	6.62
655.087	7.62
655.846	3.62
656.604	6.62
657.363	6.62
658.121	4.62
658.88	6.62
659.638	3.62
660.397	4.62
661.155	5.62
661.913	4.62
662.671	3.62
663.429	4.62
664.187	6.62
664.945	1.62
665.703	5.62
666.46	5.62
667.218	2.62
667.976	3.62
668.733	4.62
669.49	1.62
670.248	5.62
671.005	3.62
671.762	4.62
672.519	3.62
673.276	4.62
674.033	3.62
674.79	4.62
675.547	1.62
676.304	4.62
677.06	1.62
677.817	3.62
678.574	3.62
679.33	2.62
680.086	4.62
680.843	5.62
681.599	4.62
682.355	4.62
683.111	4.62
683.867	4.62
684.623	1.62
685.379	4.62
686.135	1.62
686.89	1.62
687.646	3.62
688.402	3.62
689.157	3.62
689.912	2.62
690.668	5.62
691.423	3.62
692.178	2.62
692.933	4.62
693.688	1.62
694.443	3.62
695.198	2.62
695.953	3.62
696.708	5.62
697.462	2.62
698.217	5.62
698.972	4.62
699.726	4.62
700.48	1.62
701.235	1.62
701.989	2.62
702.743	3.62
703.497	3.62
704.251	1.62
705.005	0.62
705.759	4.62
706.513	2.62
707.266	3.62
708.02	3.62
708.774	4.62
